,Frame,Mean,Game,Alg,Model
1314,1600000,164.42307692307693,Berzerk,Amp Single,0
1315,3200000,395.43307086614175,Berzerk,Amp Single,0
1316,4800000,453.57142857142856,Berzerk,Amp Single,0
1317,6400000,500.6829268292683,Berzerk,Amp Single,0
1318,8000000,550.8333333333334,Berzerk,Amp Single,0
1319,9600000,491.6666666666667,Berzerk,Amp Single,0
1320,11200000,611.25,Berzerk,Amp Single,0
1321,12800000,444.95412844036696,Berzerk,Amp Single,0
1322,14400000,583.0,Berzerk,Amp Single,0
1323,16000000,549.1666666666666,Berzerk,Amp Single,0
1324,17600000,491.42857142857144,Berzerk,Amp Single,0
1325,19200000,562.7272727272727,Berzerk,Amp Single,0
1326,20800000,712.7777777777778,Berzerk,Amp Single,0
1327,22400000,382.21153846153845,Berzerk,Amp Single,0
1328,24000000,758.695652173913,Berzerk,Amp Single,0
1329,25600000,620.0,Berzerk,Amp Single,0
1330,27200000,426.25,Berzerk,Amp Single,0
1331,28800000,577.1428571428571,Berzerk,Amp Single,0
1332,30400000,652.2222222222222,Berzerk,Amp Single,0
1333,32000000,672.1052631578947,Berzerk,Amp Single,0
1334,33600000,590.0952380952381,Berzerk,Amp Single,0
1335,35200000,688.8461538461538,Berzerk,Amp Single,0
1336,36800000,640.3703703703703,Berzerk,Amp Single,0
1337,38400000,582.3529411764706,Berzerk,Amp Single,0
1338,40000000,698.3870967741935,Berzerk,Amp Single,0
1339,41600000,694.3478260869565,Berzerk,Amp Single,0
1340,43200000,646.4150943396227,Berzerk,Amp Single,0
1341,44800000,724.8,Berzerk,Amp Single,0
1342,46400000,705.9722222222222,Berzerk,Amp Single,0
1343,48000000,741.9047619047619,Berzerk,Amp Single,0
1344,49600000,654.3689320388349,Berzerk,Amp Single,0
1345,51200000,672.8947368421053,Berzerk,Amp Single,0
1346,52800000,724.6938775510204,Berzerk,Amp Single,0
1347,54400000,714.9629629629629,Berzerk,Amp Single,0
1348,56000000,675.8333333333334,Berzerk,Amp Single,0
1349,57600000,631.3934426229508,Berzerk,Amp Single,0
1350,59200000,810.3157894736842,Berzerk,Amp Single,0
1351,60800000,649.6825396825396,Berzerk,Amp Single,0
1352,62400000,783.1395348837209,Berzerk,Amp Single,0
1353,64000000,869.5,Berzerk,Amp Single,0
1354,65600000,705.1968503937007,Berzerk,Amp Single,0
1355,67200000,746.7441860465116,Berzerk,Amp Single,0
1356,68800000,760.3225806451613,Berzerk,Amp Single,0
1357,70400000,603.75,Berzerk,Amp Single,0
1358,72000000,735.6730769230769,Berzerk,Amp Single,0
1359,73600000,744.7311827956989,Berzerk,Amp Single,0
1360,75200000,808.030303030303,Berzerk,Amp Single,0
1361,76800000,854.8076923076923,Berzerk,Amp Single,0
1362,78400000,664.2857142857143,Berzerk,Amp Single,0
1363,80000000,655.2898550724638,Berzerk,Amp Single,0
1364,81600000,643.2335329341317,Berzerk,Amp Single,0
1365,83200000,724.0,Berzerk,Amp Single,0
1366,84800000,769.1176470588235,Berzerk,Amp Single,0
1367,86400000,787.5,Berzerk,Amp Single,0
1368,88000000,729.2857142857143,Berzerk,Amp Single,0
1369,89600000,774.3307086614174,Berzerk,Amp Single,0
1370,91200000,822.6530612244898,Berzerk,Amp Single,0
1371,92800000,831.4529914529915,Berzerk,Amp Single,0
1372,94400000,824.8936170212766,Berzerk,Amp Single,0
1373,96000000,740.6818181818181,Berzerk,Amp Single,0
1374,97600000,635.7831325301205,Berzerk,Amp Single,0
1375,99200000,859.1954022988506,Berzerk,Amp Single,0
1376,100800000,728.6516853932584,Berzerk,Amp Single,0
1377,102400000,712.4778761061947,Berzerk,Amp Single,0
1378,104000000,810.6666666666666,Berzerk,Amp Single,0
1379,105600000,741.9277108433735,Berzerk,Amp Single,0
1380,107200000,830.5952380952381,Berzerk,Amp Single,0
1381,108800000,844.1666666666666,Berzerk,Amp Single,0
1382,110400000,761.5463917525773,Berzerk,Amp Single,0
1383,112000000,735.0806451612904,Berzerk,Amp Single,0
1384,113600000,754.9242424242424,Berzerk,Amp Single,0
1385,115200000,773.2222222222222,Berzerk,Amp Single,0
1386,116800000,710.0,Berzerk,Amp Single,0
1387,118400000,664.0816326530612,Berzerk,Amp Single,0
1388,120000000,913.8235294117648,Berzerk,Amp Single,0
1389,121600000,867.1910112359551,Berzerk,Amp Single,0
1390,123200000,664.7058823529412,Berzerk,Amp Single,0
1391,124800000,857.7862595419847,Berzerk,Amp Single,0
1392,126400000,825.0,Berzerk,Amp Single,0
1393,128000000,757.2527472527472,Berzerk,Amp Single,0
1394,129600000,772.4806201550388,Berzerk,Amp Single,0
1395,131200000,762.0472440944882,Berzerk,Amp Single,0
1396,132800000,828.7142857142857,Berzerk,Amp Single,0
1397,134400000,823.2773109243698,Berzerk,Amp Single,0
1398,136000000,829.5555555555555,Berzerk,Amp Single,0
1399,137600000,870.4716981132076,Berzerk,Amp Single,0
1400,139200000,853.6111111111111,Berzerk,Amp Single,0
1401,140800000,837.8260869565217,Berzerk,Amp Single,0
1402,142400000,876.25,Berzerk,Amp Single,0
1403,144000000,946.7213114754098,Berzerk,Amp Single,0
1404,145600000,765.6410256410256,Berzerk,Amp Single,0
1405,147200000,877.6923076923077,Berzerk,Amp Single,0
1406,148800000,909.0322580645161,Berzerk,Amp Single,0
1407,150400000,959.2857142857143,Berzerk,Amp Single,0
1408,152000000,807.6271186440678,Berzerk,Amp Single,0
1409,153600000,724.8913043478261,Berzerk,Amp Single,0
1410,155200000,918.2758620689655,Berzerk,Amp Single,0
1411,156800000,826.8918918918919,Berzerk,Amp Single,0
1412,158400000,831.09375,Berzerk,Amp Single,0
1413,160000000,846.9333333333333,Berzerk,Amp Single,0
1414,0,41.60997732426304,Berzerk,Amp Single,1
1415,1600000,167.9264214046823,Berzerk,Amp Single,1
1416,3200000,251.51202749140893,Berzerk,Amp Single,1
1417,4800000,257.2972972972973,Berzerk,Amp Single,1
1418,6400000,392.5,Berzerk,Amp Single,1
1419,8000000,436.3636363636364,Berzerk,Amp Single,1
1420,9600000,541.8181818181819,Berzerk,Amp Single,1
1421,11200000,450.0,Berzerk,Amp Single,1
1422,12800000,330.1373626373626,Berzerk,Amp Single,1
1423,14400000,416.50655021834064,Berzerk,Amp Single,1
1424,16000000,387.5,Berzerk,Amp Single,1
1425,17600000,568.3333333333334,Berzerk,Amp Single,1
1426,19200000,371.42857142857144,Berzerk,Amp Single,1
1427,20800000,492.05128205128204,Berzerk,Amp Single,1
1428,22400000,477.3333333333333,Berzerk,Amp Single,1
1429,24000000,381.8181818181818,Berzerk,Amp Single,1
1430,25600000,504.2696629213483,Berzerk,Amp Single,1
1431,27200000,543.0769230769231,Berzerk,Amp Single,1
1432,28800000,231.12582781456953,Berzerk,Amp Single,1
1433,30400000,642.3636363636364,Berzerk,Amp Single,1
1434,32000000,646.3636363636364,Berzerk,Amp Single,1
1435,33600000,460.0,Berzerk,Amp Single,1
1436,35200000,633.1818181818181,Berzerk,Amp Single,1
1437,36800000,631.7647058823529,Berzerk,Amp Single,1
1438,38400000,436.8493150684931,Berzerk,Amp Single,1
1439,40000000,764.4,Berzerk,Amp Single,1
1440,41600000,728.7692307692307,Berzerk,Amp Single,1
1441,43200000,732.7380952380952,Berzerk,Amp Single,1
1442,44800000,531.829268292683,Berzerk,Amp Single,1
1443,46400000,729.367088607595,Berzerk,Amp Single,1
1444,48000000,734.3859649122807,Berzerk,Amp Single,1
1445,49600000,734.7058823529412,Berzerk,Amp Single,1
1446,51200000,677.5892857142857,Berzerk,Amp Single,1
1447,52800000,814.3283582089553,Berzerk,Amp Single,1
1448,54400000,777.5213675213676,Berzerk,Amp Single,1
1449,56000000,698.0357142857143,Berzerk,Amp Single,1
1450,57600000,765.4545454545455,Berzerk,Amp Single,1
1451,59200000,847.6470588235294,Berzerk,Amp Single,1
1452,60800000,756.5384615384615,Berzerk,Amp Single,1
1453,62400000,789.6296296296297,Berzerk,Amp Single,1
1454,64000000,730.327868852459,Berzerk,Amp Single,1
1455,65600000,771.3846153846154,Berzerk,Amp Single,1
1456,67200000,756.1224489795918,Berzerk,Amp Single,1
1457,68800000,801.6326530612245,Berzerk,Amp Single,1
1458,70400000,772.1621621621622,Berzerk,Amp Single,1
1459,72000000,781.0185185185185,Berzerk,Amp Single,1
1460,73600000,748.75,Berzerk,Amp Single,1
1461,75200000,829.2553191489362,Berzerk,Amp Single,1
1462,76800000,802.0792079207921,Berzerk,Amp Single,1
1463,78400000,825.1327433628319,Berzerk,Amp Single,1
1464,80000000,870.0,Berzerk,Amp Single,1
1465,81600000,794.8148148148148,Berzerk,Amp Single,1
1466,83200000,872.9577464788732,Berzerk,Amp Single,1
1467,84800000,818.8392857142857,Berzerk,Amp Single,1
1468,86400000,792.8846153846154,Berzerk,Amp Single,1
1469,88000000,855.1754385964912,Berzerk,Amp Single,1
1470,89600000,920.2173913043479,Berzerk,Amp Single,1
1471,91200000,805.3125,Berzerk,Amp Single,1
1472,92800000,848.7387387387388,Berzerk,Amp Single,1
1473,94400000,860.4587155963303,Berzerk,Amp Single,1
1474,96000000,846.9047619047619,Berzerk,Amp Single,1
1475,97600000,849.8969072164948,Berzerk,Amp Single,1
1476,99200000,859.2307692307693,Berzerk,Amp Single,1
1477,100800000,701.4634146341464,Berzerk,Amp Single,1
1478,102400000,822.7118644067797,Berzerk,Amp Single,1
1479,104000000,900.0,Berzerk,Amp Single,1
1480,105600000,913.8461538461538,Berzerk,Amp Single,1
1481,107200000,770.5487804878048,Berzerk,Amp Single,1
1482,108800000,846.1832061068702,Berzerk,Amp Single,1
1483,110400000,818.7912087912088,Berzerk,Amp Single,1
1484,112000000,744.2982456140351,Berzerk,Amp Single,1
1485,113600000,769.0,Berzerk,Amp Single,1
1486,115200000,839.8449612403101,Berzerk,Amp Single,1
1487,116800000,781.3194444444445,Berzerk,Amp Single,1
1488,118400000,917.4380165289256,Berzerk,Amp Single,1
1489,120000000,790.2197802197802,Berzerk,Amp Single,1
1490,121600000,839.2708333333334,Berzerk,Amp Single,1
1491,123200000,857.433628318584,Berzerk,Amp Single,1
1492,124800000,851.375,Berzerk,Amp Single,1
1493,126400000,828.2608695652174,Berzerk,Amp Single,1
1494,128000000,862.0353982300885,Berzerk,Amp Single,1
1495,129600000,911.6216216216217,Berzerk,Amp Single,1
1496,131200000,824.7154471544716,Berzerk,Amp Single,1
1497,132800000,854.0952380952381,Berzerk,Amp Single,1
1498,134400000,903.8095238095239,Berzerk,Amp Single,1
1499,136000000,869.438202247191,Berzerk,Amp Single,1
1500,137600000,863.855421686747,Berzerk,Amp Single,1
1501,139200000,869.0291262135922,Berzerk,Amp Single,1
1502,140800000,899.4565217391304,Berzerk,Amp Single,1
1503,142400000,782.2330097087379,Berzerk,Amp Single,1
1504,144000000,745.9124087591241,Berzerk,Amp Single,1
1505,145600000,851.7333333333333,Berzerk,Amp Single,1
1506,147200000,819.0225563909775,Berzerk,Amp Single,1
1507,148800000,935.2173913043479,Berzerk,Amp Single,1
1508,150400000,859.4117647058823,Berzerk,Amp Single,1
1509,152000000,855.2727272727273,Berzerk,Amp Single,1
1510,153600000,844.1304347826087,Berzerk,Amp Single,1
1511,155200000,808.8405797101449,Berzerk,Amp Single,1
1512,156800000,834.2424242424242,Berzerk,Amp Single,1
1513,158400000,804.9382716049382,Berzerk,Amp Single,1
1514,160000000,799.53125,Berzerk,Amp Single,1
1515,0,121.94805194805195,Berzerk,Amp Single,2
1516,1600000,95.16339869281046,Berzerk,Amp Single,2
1517,3200000,185.37284894837475,Berzerk,Amp Single,2
1518,4800000,279.37106918238993,Berzerk,Amp Single,2
1519,6400000,432.8888888888889,Berzerk,Amp Single,2
1520,8000000,642.7777777777778,Berzerk,Amp Single,2
1521,9600000,425.38461538461536,Berzerk,Amp Single,2
1522,11200000,429.1666666666667,Berzerk,Amp Single,2
1523,12800000,381.6666666666667,Berzerk,Amp Single,2
1524,14400000,599.3333333333334,Berzerk,Amp Single,2
1525,16000000,593.75,Berzerk,Amp Single,2
1526,17600000,250.0,Berzerk,Amp Single,2
1527,19200000,620.0,Berzerk,Amp Single,2
1528,20800000,523.8888888888889,Berzerk,Amp Single,2
1529,22400000,441.6666666666667,Berzerk,Amp Single,2
1530,24000000,443.75,Berzerk,Amp Single,2
1531,25600000,515.0,Berzerk,Amp Single,2
1532,27200000,535.0,Berzerk,Amp Single,2
1533,28800000,540.0,Berzerk,Amp Single,2
1534,30400000,627.0967741935484,Berzerk,Amp Single,2
1535,32000000,630.9090909090909,Berzerk,Amp Single,2
1536,33600000,487.5,Berzerk,Amp Single,2
1537,35200000,617.6315789473684,Berzerk,Amp Single,2
1538,36800000,778.2051282051282,Berzerk,Amp Single,2
1539,38400000,601.25,Berzerk,Amp Single,2
1540,40000000,729.92700729927,Berzerk,Amp Single,2
1541,41600000,516.7543859649123,Berzerk,Amp Single,2
1542,43200000,697.0731707317074,Berzerk,Amp Single,2
1543,44800000,652.1739130434783,Berzerk,Amp Single,2
1544,46400000,740.8275862068965,Berzerk,Amp Single,2
1545,48000000,641.9047619047619,Berzerk,Amp Single,2
1546,49600000,640.25,Berzerk,Amp Single,2
1547,51200000,702.016129032258,Berzerk,Amp Single,2
1548,52800000,692.0588235294117,Berzerk,Amp Single,2
1549,54400000,726.2,Berzerk,Amp Single,2
1550,56000000,653.728813559322,Berzerk,Amp Single,2
1551,57600000,721.7241379310345,Berzerk,Amp Single,2
1552,59200000,730.8181818181819,Berzerk,Amp Single,2
1553,60800000,787.5961538461538,Berzerk,Amp Single,2
1554,62400000,809.3269230769231,Berzerk,Amp Single,2
1555,64000000,816.7441860465116,Berzerk,Amp Single,2
1556,65600000,810.8181818181819,Berzerk,Amp Single,2
1557,67200000,792.5,Berzerk,Amp Single,2
1558,68800000,830.0,Berzerk,Amp Single,2
1559,70400000,808.0412371134021,Berzerk,Amp Single,2
1560,72000000,854.1269841269841,Berzerk,Amp Single,2
1561,73600000,731.5625,Berzerk,Amp Single,2
1562,75200000,722.1551724137931,Berzerk,Amp Single,2
1563,76800000,799.4392523364486,Berzerk,Amp Single,2
1564,78400000,721.6666666666666,Berzerk,Amp Single,2
1565,80000000,795.7746478873239,Berzerk,Amp Single,2
1566,81600000,699.9159663865546,Berzerk,Amp Single,2
1567,83200000,901.9354838709677,Berzerk,Amp Single,2
1568,84800000,752.1153846153846,Berzerk,Amp Single,2
1569,86400000,767.0731707317074,Berzerk,Amp Single,2
1570,88000000,732.0,Berzerk,Amp Single,2
1571,89600000,810.4878048780488,Berzerk,Amp Single,2
1572,91200000,830.0,Berzerk,Amp Single,2
1573,92800000,813.5802469135803,Berzerk,Amp Single,2
1574,94400000,824.2718446601941,Berzerk,Amp Single,2
1575,96000000,730.625,Berzerk,Amp Single,2
1576,97600000,689.4285714285714,Berzerk,Amp Single,2
1577,99200000,841.9354838709677,Berzerk,Amp Single,2
1578,100800000,783.7142857142857,Berzerk,Amp Single,2
1579,102400000,844.9230769230769,Berzerk,Amp Single,2
1580,104000000,861.8181818181819,Berzerk,Amp Single,2
1581,105600000,838.2954545454545,Berzerk,Amp Single,2
1582,107200000,732.6315789473684,Berzerk,Amp Single,2
1583,108800000,722.7810650887574,Berzerk,Amp Single,2
1584,110400000,789.1666666666666,Berzerk,Amp Single,2
1585,112000000,858.7735849056604,Berzerk,Amp Single,2
1586,113600000,644.0837696335078,Berzerk,Amp Single,2
1587,115200000,848.3333333333334,Berzerk,Amp Single,2
1588,116800000,823.203125,Berzerk,Amp Single,2
1589,118400000,946.9791666666666,Berzerk,Amp Single,2
1590,120000000,812.9629629629629,Berzerk,Amp Single,2
1591,121600000,809.6428571428571,Berzerk,Amp Single,2
1592,123200000,849.5967741935484,Berzerk,Amp Single,2
1593,124800000,785.6034482758621,Berzerk,Amp Single,2
1594,126400000,821.1,Berzerk,Amp Single,2
1595,128000000,787.0,Berzerk,Amp Single,2
1596,129600000,840.9174311926605,Berzerk,Amp Single,2
1597,131200000,726.3157894736842,Berzerk,Amp Single,2
1598,132800000,785.0649350649351,Berzerk,Amp Single,2
1599,134400000,922.7631578947369,Berzerk,Amp Single,2
1600,136000000,840.9876543209876,Berzerk,Amp Single,2
1601,137600000,602.3762376237623,Berzerk,Amp Single,2
1602,139200000,811.40625,Berzerk,Amp Single,2
1603,140800000,813.2352941176471,Berzerk,Amp Single,2
1604,142400000,915.2941176470588,Berzerk,Amp Single,2
1605,144000000,890.5555555555555,Berzerk,Amp Single,2
1606,145600000,833.6363636363636,Berzerk,Amp Single,2
1607,147200000,809.0909090909091,Berzerk,Amp Single,2
1608,148800000,612.7884615384615,Berzerk,Amp Single,2
1609,150400000,848.0645161290323,Berzerk,Amp Single,2
1610,152000000,865.8823529411765,Berzerk,Amp Single,2
1611,153600000,964.3478260869565,Berzerk,Amp Single,2
1612,155200000,790.7746478873239,Berzerk,Amp Single,2
1613,156800000,775.8095238095239,Berzerk,Amp Single,2
1614,158400000,743.2116788321168,Berzerk,Amp Single,2
1615,160000000,788.4415584415584,Berzerk,Amp Single,2
1616,0,47.490820073439416,Berzerk,Amp Single,3
1617,1600000,136.3481228668942,Berzerk,Amp Single,3
1618,3200000,226.32152588555857,Berzerk,Amp Single,3
1619,4800000,345.1367781155015,Berzerk,Amp Single,3
1620,6400000,475.0,Berzerk,Amp Single,3
1621,8000000,575.5,Berzerk,Amp Single,3
1622,9600000,716.9230769230769,Berzerk,Amp Single,3
1623,11200000,537.5,Berzerk,Amp Single,3
1624,12800000,657.3333333333334,Berzerk,Amp Single,3
1625,14400000,542.7272727272727,Berzerk,Amp Single,3
1626,16000000,466.51162790697674,Berzerk,Amp Single,3
1627,17600000,488.75,Berzerk,Amp Single,3
1628,19200000,440.0,Berzerk,Amp Single,3
1629,20800000,577.6470588235294,Berzerk,Amp Single,3
1630,22400000,613.75,Berzerk,Amp Single,3
1631,24000000,553.8461538461538,Berzerk,Amp Single,3
1632,25600000,730.7692307692307,Berzerk,Amp Single,3
1633,27200000,671.0,Berzerk,Amp Single,3
1634,28800000,532.1052631578947,Berzerk,Amp Single,3
1635,30400000,523.2258064516129,Berzerk,Amp Single,3
1636,32000000,570.0,Berzerk,Amp Single,3
1637,33600000,594.0,Berzerk,Amp Single,3
1638,35200000,689.0697674418604,Berzerk,Amp Single,3
1639,36800000,556.0,Berzerk,Amp Single,3
1640,38400000,652.1951219512196,Berzerk,Amp Single,3
1641,40000000,699.9145299145299,Berzerk,Amp Single,3
1642,41600000,757.5700934579439,Berzerk,Amp Single,3
1643,43200000,710.7843137254902,Berzerk,Amp Single,3
1644,44800000,680.9090909090909,Berzerk,Amp Single,3
1645,46400000,692.2047244094488,Berzerk,Amp Single,3
1646,48000000,750.4918032786885,Berzerk,Amp Single,3
1647,49600000,733.7037037037037,Berzerk,Amp Single,3
1648,51200000,790.7017543859649,Berzerk,Amp Single,3
1649,52800000,835.5384615384615,Berzerk,Amp Single,3
1650,54400000,766.1038961038961,Berzerk,Amp Single,3
1651,56000000,805.3947368421053,Berzerk,Amp Single,3
1652,57600000,762.8985507246376,Berzerk,Amp Single,3
1653,59200000,700.8333333333334,Berzerk,Amp Single,3
1654,60800000,833.7735849056604,Berzerk,Amp Single,3
1655,62400000,842.1212121212121,Berzerk,Amp Single,3
1656,64000000,781.8181818181819,Berzerk,Amp Single,3
1657,65600000,780.5940594059406,Berzerk,Amp Single,3
1658,67200000,739.4791666666666,Berzerk,Amp Single,3
1659,68800000,767.8125,Berzerk,Amp Single,3
1660,70400000,791.2745098039215,Berzerk,Amp Single,3
1661,72000000,819.0425531914893,Berzerk,Amp Single,3
1662,73600000,865.8333333333334,Berzerk,Amp Single,3
1663,75200000,789.2156862745098,Berzerk,Amp Single,3
1664,76800000,792.1929824561404,Berzerk,Amp Single,3
1665,78400000,805.0,Berzerk,Amp Single,3
1666,80000000,858.0555555555555,Berzerk,Amp Single,3
1667,81600000,786.3793103448276,Berzerk,Amp Single,3
1668,83200000,804.4,Berzerk,Amp Single,3
1669,84800000,795.7943925233645,Berzerk,Amp Single,3
1670,86400000,741.1111111111111,Berzerk,Amp Single,3
1671,88000000,740.2898550724638,Berzerk,Amp Single,3
1672,89600000,798.936170212766,Berzerk,Amp Single,3
1673,91200000,751.4864864864865,Berzerk,Amp Single,3
1674,92800000,893.7931034482758,Berzerk,Amp Single,3
1675,94400000,799.3076923076923,Berzerk,Amp Single,3
1676,96000000,843.9285714285714,Berzerk,Amp Single,3
1677,97600000,790.3883495145631,Berzerk,Amp Single,3
1678,99200000,863.5483870967741,Berzerk,Amp Single,3
1679,100800000,796.015625,Berzerk,Amp Single,3
1680,102400000,763.6134453781513,Berzerk,Amp Single,3
1681,104000000,814.3529411764706,Berzerk,Amp Single,3
1682,105600000,835.1851851851852,Berzerk,Amp Single,3
1683,107200000,680.4054054054054,Berzerk,Amp Single,3
1684,108800000,746.5714285714286,Berzerk,Amp Single,3
1685,110400000,876.0526315789474,Berzerk,Amp Single,3
1686,112000000,845.6521739130435,Berzerk,Amp Single,3
1687,113600000,742.9565217391304,Berzerk,Amp Single,3
1688,115200000,620.0,Berzerk,Amp Single,3
1689,116800000,782.8571428571429,Berzerk,Amp Single,3
1690,118400000,765.1639344262295,Berzerk,Amp Single,3
1691,120000000,858.3823529411765,Berzerk,Amp Single,3
1692,121600000,854.2857142857143,Berzerk,Amp Single,3
1693,123200000,826.4102564102565,Berzerk,Amp Single,3
1694,124800000,844.6268656716418,Berzerk,Amp Single,3
1695,126400000,840.46875,Berzerk,Amp Single,3
1696,128000000,699.025974025974,Berzerk,Amp Single,3
1697,129600000,873.7142857142857,Berzerk,Amp Single,3
1698,131200000,955.8333333333334,Berzerk,Amp Single,3
1699,132800000,675.2542372881356,Berzerk,Amp Single,3
1700,134400000,805.7272727272727,Berzerk,Amp Single,3
1701,136000000,825.8904109589041,Berzerk,Amp Single,3
1702,137600000,892.4705882352941,Berzerk,Amp Single,3
1703,139200000,814.5945945945946,Berzerk,Amp Single,3
1704,140800000,817.7205882352941,Berzerk,Amp Single,3
1705,142400000,976.1538461538462,Berzerk,Amp Single,3
1706,144000000,868.0701754385965,Berzerk,Amp Single,3
1707,145600000,845.3260869565217,Berzerk,Amp Single,3
1708,147200000,863.6842105263158,Berzerk,Amp Single,3
1709,148800000,664.0,Berzerk,Amp Single,3
1710,150400000,901.2244897959183,Berzerk,Amp Single,3
1711,152000000,816.7768595041322,Berzerk,Amp Single,3
1712,153600000,837.6666666666666,Berzerk,Amp Single,3
1713,155200000,802.1621621621622,Berzerk,Amp Single,3
1714,156800000,708.2795698924731,Berzerk,Amp Single,3
1715,158400000,860.5882352941177,Berzerk,Amp Single,3
1716,160000000,802.1,Berzerk,Amp Single,3
1717,0,344.61538461538464,Berzerk,Amp Single,4
1718,1600000,67.72048846675712,Berzerk,Amp Single,4
1719,3200000,307.4712643678161,Berzerk,Amp Single,4
1720,4800000,335.5300859598854,Berzerk,Amp Single,4
1721,6400000,495.29411764705884,Berzerk,Amp Single,4
1722,8000000,481.53061224489795,Berzerk,Amp Single,4
1723,9600000,452.0,Berzerk,Amp Single,4
1724,11200000,253.57142857142858,Berzerk,Amp Single,4
1725,12800000,448.3720930232558,Berzerk,Amp Single,4
1726,14400000,538.8073394495412,Berzerk,Amp Single,4
1727,16000000,375.0,Berzerk,Amp Single,4
1728,17600000,538.1333333333333,Berzerk,Amp Single,4
1729,19200000,525.0,Berzerk,Amp Single,4
1730,20800000,606.6666666666666,Berzerk,Amp Single,4
1731,22400000,431.25,Berzerk,Amp Single,4
1732,24000000,610.8333333333334,Berzerk,Amp Single,4
1733,25600000,679.1666666666666,Berzerk,Amp Single,4
1734,27200000,687.0370370370371,Berzerk,Amp Single,4
1735,28800000,695.5555555555555,Berzerk,Amp Single,4
1736,30400000,654.375,Berzerk,Amp Single,4
1737,32000000,547.1428571428571,Berzerk,Amp Single,4
1738,33600000,340.0,Berzerk,Amp Single,4
1739,35200000,675.7894736842105,Berzerk,Amp Single,4
1740,36800000,627.0,Berzerk,Amp Single,4
1741,38400000,550.0,Berzerk,Amp Single,4
1742,40000000,656.3392857142857,Berzerk,Amp Single,4
1743,41600000,513.75,Berzerk,Amp Single,4
1744,43200000,691.8518518518518,Berzerk,Amp Single,4
1745,44800000,605.0,Berzerk,Amp Single,4
1746,46400000,780.3703703703703,Berzerk,Amp Single,4
1747,48000000,762.0,Berzerk,Amp Single,4
1748,49600000,817.6923076923077,Berzerk,Amp Single,4
1749,51200000,728.8679245283018,Berzerk,Amp Single,4
1750,52800000,708.2978723404256,Berzerk,Amp Single,4
1751,54400000,692.1698113207547,Berzerk,Amp Single,4
1752,56000000,679.4736842105264,Berzerk,Amp Single,4
1753,57600000,704.0,Berzerk,Amp Single,4
1754,59200000,831.9480519480519,Berzerk,Amp Single,4
1755,60800000,731.0989010989011,Berzerk,Amp Single,4
1756,62400000,681.4285714285714,Berzerk,Amp Single,4
1757,64000000,812.3376623376623,Berzerk,Amp Single,4
1758,65600000,791.5441176470588,Berzerk,Amp Single,4
1759,67200000,765.8677685950413,Berzerk,Amp Single,4
1760,68800000,752.6050420168067,Berzerk,Amp Single,4
1761,70400000,760.7142857142857,Berzerk,Amp Single,4
1762,72000000,837.7922077922078,Berzerk,Amp Single,4
1763,73600000,754.4444444444445,Berzerk,Amp Single,4
1764,75200000,846.8235294117648,Berzerk,Amp Single,4
1765,76800000,808.6170212765958,Berzerk,Amp Single,4
1766,78400000,788.9915966386554,Berzerk,Amp Single,4
1767,80000000,887.9629629629629,Berzerk,Amp Single,4
1768,81600000,785.0,Berzerk,Amp Single,4
1769,83200000,617.9,Berzerk,Amp Single,4
1770,84800000,704.6043165467626,Berzerk,Amp Single,4
1771,86400000,754.1538461538462,Berzerk,Amp Single,4
1772,88000000,760.0,Berzerk,Amp Single,4
1773,89600000,603.3333333333334,Berzerk,Amp Single,4
1774,91200000,732.0300751879699,Berzerk,Amp Single,4
1775,92800000,840.7446808510638,Berzerk,Amp Single,4
1776,94400000,891.7948717948718,Berzerk,Amp Single,4
1777,96000000,689.0909090909091,Berzerk,Amp Single,4
1778,97600000,820.0,Berzerk,Amp Single,4
1779,99200000,717.1653543307086,Berzerk,Amp Single,4
1780,100800000,738.1318681318681,Berzerk,Amp Single,4
1781,102400000,812.2619047619048,Berzerk,Amp Single,4
1782,104000000,747.9347826086956,Berzerk,Amp Single,4
1783,105600000,767.9310344827586,Berzerk,Amp Single,4
1784,107200000,802.6506024096385,Berzerk,Amp Single,4
1785,108800000,809.5402298850574,Berzerk,Amp Single,4
1786,110400000,701.3690476190476,Berzerk,Amp Single,4
1787,112000000,783.6,Berzerk,Amp Single,4
1788,113600000,769.4594594594595,Berzerk,Amp Single,4
1789,115200000,781.9047619047619,Berzerk,Amp Single,4
1790,116800000,770.2424242424242,Berzerk,Amp Single,4
1791,118400000,685.6296296296297,Berzerk,Amp Single,4
1792,120000000,898.1481481481482,Berzerk,Amp Single,4
1793,121600000,757.8518518518518,Berzerk,Amp Single,4
1794,123200000,937.1014492753624,Berzerk,Amp Single,4
1795,124800000,792.4647887323944,Berzerk,Amp Single,4
1796,126400000,799.12,Berzerk,Amp Single,4
1797,128000000,729.8449612403101,Berzerk,Amp Single,4
1798,129600000,850.9230769230769,Berzerk,Amp Single,4
1799,131200000,766.195652173913,Berzerk,Amp Single,4
1800,132800000,657.5757575757576,Berzerk,Amp Single,4
1801,134400000,858.2905982905983,Berzerk,Amp Single,4
1802,136000000,715.8227848101266,Berzerk,Amp Single,4
1803,137600000,755.9440559440559,Berzerk,Amp Single,4
1804,139200000,904.4444444444445,Berzerk,Amp Single,4
1805,140800000,777.1428571428571,Berzerk,Amp Single,4
1806,142400000,872.7586206896551,Berzerk,Amp Single,4
