,Frame,Mean,Game,Alg,Model,Average Score,Best Score
1426,10800000,732.7380952380952,Berzerk,Amp Single,1,590.7556265681832,935.2173913043479
1427,11200000,531.829268292683,Berzerk,Amp Single,1,620.8259706159945,935.2173913043479
1428,11600000,729.367088607595,Berzerk,Amp Single,1,629.5263158403905,935.2173913043479
1429,12000000,734.3859649122807,Berzerk,Amp Single,1,638.3285486952549,935.2173913043479
1430,12400000,734.7058823529412,Berzerk,Amp Single,1,665.799136930549,935.2173913043479
1431,12800000,677.5892857142857,Berzerk,Amp Single,1,670.2398836837958,935.2173913043479
1432,13200000,814.3283582089553,Berzerk,Amp Single,1,688.496248916456,935.2173913043479
1433,13600000,777.5213675213676,Berzerk,Amp Single,1,722.5634541617434,935.2173913043479
1434,14000000,698.0357142857143,Berzerk,Amp Single,1,715.9270255903149,935.2173913043479
1435,14400000,765.4545454545455,Berzerk,Amp Single,1,719.5955570588463,935.2173913043479
1436,14800000,847.6470588235294,Berzerk,Amp Single,1,731.0864534173897,935.2173913043479
1437,15200000,756.5384615384615,Berzerk,Amp Single,1,753.5573727419676,935.2173913043479
1438,15600000,789.6296296296297,Berzerk,Amp Single,1,759.583626844171,935.2173913043479
1439,16000000,730.327868852459,Berzerk,Amp Single,1,759.1778172381889,935.2173913043479
1440,16400000,771.3846153846154,Berzerk,Amp Single,1,762.8456905413564,935.2173913043479
1441,16800000,756.1224489795918,Berzerk,Amp Single,1,770.6990068678871,935.2173913043479
1442,17200000,801.6326530612245,Berzerk,Amp Single,1,769.429436353114,935.2173913043479
1443,17600000,772.1621621621622,Berzerk,Amp Single,1,768.8935158171935,935.2173913043479
1444,18000000,781.0185185185185,Berzerk,Amp Single,1,777.1917962404739,935.2173913043479
1445,18400000,748.75,Berzerk,Amp Single,1,775.5213416950194,935.2173913043479
1446,18800000,829.2553191489362,Berzerk,Amp Single,1,773.68216772756,935.2173913043479
1447,19200000,802.0792079207921,Berzerk,Amp Single,1,778.236242365793,935.2173913043479
1448,19600000,825.1327433628319,Berzerk,Amp Single,1,781.7865537391132,935.2173913043479
1449,20000000,870.0,Berzerk,Amp Single,1,795.7537668538673,935.2173913043479
1450,20400000,794.8148148148148,Berzerk,Amp Single,1,798.0967867968872,935.2173913043479
1451,20800000,872.9577464788732,Berzerk,Amp Single,1,809.7803165468152,935.2173913043479
1452,21200000,818.8392857142857,Berzerk,Amp Single,1,811.5009798121215,935.2173913043479
1453,21600000,792.8846153846154,Berzerk,Amp Single,1,813.5732251343668,935.2173913043479
1454,22000000,855.1754385964912,Berzerk,Amp Single,1,820.988917142164,935.2173913043479
1455,22400000,920.2173913043479,Berzerk,Amp Single,1,838.1356562725989,935.2173913043479
1456,22800000,805.3125,Berzerk,Amp Single,1,835.7413743577051,935.2173913043479
1457,23200000,848.7387387387388,Berzerk,Amp Single,1,840.4073274394999,935.2173913043479
1458,23600000,860.4587155963303,Berzerk,Amp Single,1,843.9399246628498,935.2173913043479
1459,24000000,846.9047619047619,Berzerk,Amp Single,1,841.6304008533259,935.2173913043479
1460,24400000,849.8969072164948,Berzerk,Amp Single,1,847.1386100934939,935.2173913043479
1461,24800000,859.2307692307693,Berzerk,Amp Single,1,845.7659123686835,935.2173913043479
1462,25200000,701.4634146341464,Berzerk,Amp Single,1,834.0283252606696,935.2173913043479
1463,25600000,822.7118644067797,Berzerk,Amp Single,1,837.011050162886,935.2173913043479
1464,26000000,900.0,Berzerk,Amp Single,1,841.4935063032369,935.2173913043479
1465,26400000,913.8461538461538,Berzerk,Amp Single,1,840.8563825574176,935.2173913043479
1466,26800000,770.5487804878048,Berzerk,Amp Single,1,837.3800106061981,935.2173913043479
1467,27200000,846.1832061068702,Berzerk,Amp Single,1,837.1244573430113,935.2173913043479
1468,27600000,818.7912087912088,Berzerk,Amp Single,1,832.957706662499,935.2173913043479
1469,28000000,744.2982456140351,Berzerk,Amp Single,1,822.6970550334263,935.2173913043479
1470,28400000,769.0,Berzerk,Amp Single,1,814.6073643117768,935.2173913043479
1471,28800000,839.8449612403101,Berzerk,Amp Single,1,812.6687835127308,935.2173913043479
1472,29200000,781.3194444444445,Berzerk,Amp Single,1,820.6543864937606,935.2173913043479
1473,29600000,917.4380165289256,Berzerk,Amp Single,1,830.1270017059753,935.2173913043479
1474,30000000,790.2197802197802,Berzerk,Amp Single,1,819.1489797279534,935.2173913043479
1475,30400000,839.2708333333334,Berzerk,Amp Single,1,811.6914476766713,935.2173913043479
1476,30800000,857.433628318584,Berzerk,Amp Single,1,820.3799324597492,935.2173913043479
1477,31200000,851.375,Berzerk,Amp Single,1,820.8991118490621,935.2173913043479
1478,31600000,828.2608695652174,Berzerk,Amp Single,1,821.8460779264631,935.2173913043479
1479,32000000,862.0353982300885,Berzerk,Amp Single,1,833.6197931880685,935.2173913043479
1480,32400000,911.6216216216217,Berzerk,Amp Single,1,847.8819553502306,935.2173913043479
1481,32800000,824.7154471544716,Berzerk,Amp Single,1,846.3690039416466,935.2173913043479
1482,33200000,854.0952380952381,Berzerk,Amp Single,1,853.6465833067259,935.2173913043479
1483,33600000,903.8095238095239,Berzerk,Amp Single,1,852.2837340347858,935.2173913043479
1484,34000000,869.438202247191,Berzerk,Amp Single,1,860.2055762375269,935.2173913043479
1485,34400000,863.855421686747,Berzerk,Amp Single,1,862.6640350728682,935.2173913043479
1486,34800000,869.0291262135922,Berzerk,Amp Single,1,863.823584862369,935.2173913043479
1487,35200000,899.4565217391304,Berzerk,Amp Single,1,868.631737036282,935.2173913043479
1488,35600000,782.2330097087379,Berzerk,Amp Single,1,864.028951050634,935.2173913043479
1489,36000000,745.9124087591241,Berzerk,Amp Single,1,852.4166521035374,935.2173913043479
1490,36400000,851.7333333333333,Berzerk,Amp Single,1,846.4278232747087,935.2173913043479
1491,36800000,819.0225563909775,Berzerk,Amp Single,1,845.8585341983593,935.2173913043479
1492,37200000,935.2173913043479,Berzerk,Amp Single,1,853.9707495192703,935.2173913043479
1493,37600000,859.4117647058823,Berzerk,Amp Single,1,849.530973608906,935.2173913043479
1494,38000000,855.2727272727273,Berzerk,Amp Single,1,848.1144261114598,935.2173913043479
1495,38400000,844.1304347826087,Berzerk,Amp Single,1,846.1419274210459,935.2173913043479
1496,38800000,808.8405797101449,Berzerk,Amp Single,1,840.123072770701,935.2173913043479
1497,39200000,834.2424242424242,Berzerk,Amp Single,1,833.6016630210304,935.2173913043479
1498,39600000,804.9382716049382,Berzerk,Amp Single,1,835.8721892106505,935.2173913043479
1499,40000000,799.53125,Berzerk,Amp Single,1,841.234073334738,935.2173913043479
1500,400000,95.16339869281046,Berzerk,Amp Single,2,,964.3478260869565
1501,800000,185.37284894837475,Berzerk,Amp Single,2,,964.3478260869565
1502,1200000,279.37106918238993,Berzerk,Amp Single,2,,964.3478260869565
1503,1600000,432.8888888888889,Berzerk,Amp Single,2,,964.3478260869565
1504,2000000,642.7777777777778,Berzerk,Amp Single,2,,964.3478260869565
1505,2400000,425.38461538461536,Berzerk,Amp Single,2,,964.3478260869565
1506,2800000,429.1666666666667,Berzerk,Amp Single,2,,964.3478260869565
1507,3200000,381.6666666666667,Berzerk,Amp Single,2,,964.3478260869565
1508,3600000,599.3333333333334,Berzerk,Amp Single,2,,964.3478260869565
1509,4000000,593.75,Berzerk,Amp Single,2,406.4875265541524,964.3478260869565
1510,4400000,250.0,Berzerk,Amp Single,2,421.97118668487127,964.3478260869565
1511,4800000,620.0,Berzerk,Amp Single,2,465.4339017900338,964.3478260869565
1512,5200000,523.8888888888889,Berzerk,Amp Single,2,489.8856837606837,964.3478260869565
1513,5600000,441.6666666666667,Berzerk,Amp Single,2,490.7634615384615,964.3478260869565
1514,6000000,443.75,Berzerk,Amp Single,2,470.8606837606838,964.3478260869565
1515,6400000,515.0,Berzerk,Amp Single,2,479.82222222222225,964.3478260869565
1516,6800000,535.0,Berzerk,Amp Single,2,490.40555555555557,964.3478260869565
1517,7200000,540.0,Berzerk,Amp Single,2,506.2388888888889,964.3478260869565
1518,7600000,627.0967741935484,Berzerk,Amp Single,2,509.0152329749104,964.3478260869565
1519,8000000,630.9090909090909,Berzerk,Amp Single,2,512.7311420658195,964.3478260869565
1520,8400000,487.5,Berzerk,Amp Single,2,536.4811420658195,964.3478260869565
1521,8800000,617.6315789473684,Berzerk,Amp Single,2,536.2442999605563,964.3478260869565
1522,9200000,778.2051282051282,Berzerk,Amp Single,2,561.6759238921802,964.3478260869565
1523,9600000,601.25,Berzerk,Amp Single,2,577.6342572255136,964.3478260869565
1524,10000000,729.92700729927,Berzerk,Amp Single,2,606.2519579554406,964.3478260869565
1525,10400000,516.7543859649123,Berzerk,Amp Single,2,606.4273965519318,964.3478260869565
1526,10800000,697.0731707317074,Berzerk,Amp Single,2,622.6347136251026,964.3478260869565
1527,11200000,652.1739130434783,Berzerk,Amp Single,2,633.8521049294503,964.3478260869565
1528,11600000,740.8275862068965,Berzerk,Amp Single,2,645.2251861307852,964.3478260869565
1529,12000000,641.9047619047619,Berzerk,Amp Single,2,646.3247532303523,964.3478260869565
1530,12400000,640.25,Berzerk,Amp Single,2,661.5997532303522,964.3478260869565
1531,12800000,702.016129032258,Berzerk,Amp Single,2,670.0382082388412,964.3478260869565
1532,13200000,692.0588235294117,Berzerk,Amp Single,2,661.4235777712696,964.3478260869565
1533,13600000,726.2,Berzerk,Amp Single,2,673.9185777712696,964.3478260869565
1534,14000000,653.728813559322,Berzerk,Amp Single,2,666.2987583972747,964.3478260869565
1535,14400000,721.7241379310345,Berzerk,Amp Single,2,686.795733593887,964.3478260869565
1536,14800000,730.8181818181819,Berzerk,Amp Single,2,690.1702347025345,964.3478260869565
1537,15200000,787.5961538461538,Berzerk,Amp Single,2,703.7124587828021,964.3478260869565
1538,15600000,809.3269230769231,Berzerk,Amp Single,2,710.5623924698046,964.3478260869565
1539,16000000,816.7441860465116,Berzerk,Amp Single,2,728.0463348839796,964.3478260869565
1540,16400000,810.8181818181819,Berzerk,Amp Single,2,745.1031530657978,964.3478260869565
1541,16800000,792.5,Berzerk,Amp Single,2,754.151540162572,964.3478260869565
1542,17200000,830.0,Berzerk,Amp Single,2,767.9456578096308,964.3478260869565
1543,17600000,808.0412371134021,Berzerk,Amp Single,2,776.129781520971,964.3478260869565
1544,18000000,854.1269841269841,Berzerk,Amp Single,2,796.1695985777374,964.3478260869565
1545,18400000,731.5625,Berzerk,Amp Single,2,797.1534347846339,964.3478260869565
1546,18800000,722.1551724137931,Berzerk,Amp Single,2,796.287133844195,964.3478260869565
1547,19200000,799.4392523364486,Berzerk,Amp Single,2,797.4714436932243,964.3478260869565
1548,19600000,721.6666666666666,Berzerk,Amp Single,2,788.7054180521986,964.3478260869565
1549,20000000,795.7746478873239,Berzerk,Amp Single,2,786.6084642362799,964.3478260869565
1550,20400000,699.9159663865546,Berzerk,Amp Single,2,775.5182426931171,964.3478260869565
1551,20800000,901.9354838709677,Berzerk,Amp Single,2,786.4617910802139,964.3478260869565
1552,21200000,752.1153846153846,Berzerk,Amp Single,2,778.6733295417523,964.3478260869565
1553,21600000,767.0731707317074,Berzerk,Amp Single,2,774.5765229035829,964.3478260869565
1554,22000000,732.0,Berzerk,Amp Single,2,762.3638244908846,964.3478260869565
1555,22400000,810.4878048780488,Berzerk,Amp Single,2,770.2563549786894,964.3478260869565
1556,22800000,830.0,Berzerk,Amp Single,2,781.04083773731,964.3478260869565
1557,23200000,813.5802469135803,Berzerk,Amp Single,2,782.4549371950231,964.3478260869565
1558,23600000,824.2718446601941,Berzerk,Amp Single,2,792.7154549943759,964.3478260869565
1559,24000000,730.625,Berzerk,Amp Single,2,786.2004902056435,964.3478260869565
1560,24400000,689.4285714285714,Berzerk,Amp Single,2,785.1517507098453,964.3478260869565
1561,24800000,841.9354838709677,Berzerk,Amp Single,2,779.1517507098451,964.3478260869565
1562,25200000,783.7142857142857,Berzerk,Amp Single,2,782.3116408197353,964.3478260869565
1563,25600000,844.9230769230769,Berzerk,Amp Single,2,790.0966314388722,964.3478260869565
1564,26000000,861.8181818181819,Berzerk,Amp Single,2,803.0784496206903,964.3478260869565
1565,26400000,838.2954545454545,Berzerk,Amp Single,2,805.8592145874309,964.3478260869565
1566,26800000,732.6315789473684,Berzerk,Amp Single,2,796.1223724821677,964.3478260869565
1567,27200000,722.7810650887574,Berzerk,Amp Single,2,787.0424542996853,964.3478260869565
1568,27600000,789.1666666666666,Berzerk,Amp Single,2,783.5319365003327,964.3478260869565
1569,28000000,858.7735849056604,Berzerk,Amp Single,2,796.3467949908987,964.3478260869565
1570,28400000,644.0837696335078,Berzerk,Amp Single,2,791.8123148113923,964.3478260869565
1571,28800000,848.3333333333334,Berzerk,Amp Single,2,792.4520997576288,964.3478260869565
1572,29200000,823.203125,Berzerk,Amp Single,2,796.4009836862003,964.3478260869565
1573,29600000,946.9791666666666,Berzerk,Amp Single,2,806.6065926605593,964.3478260869565
1574,30000000,812.9629629629629,Berzerk,Amp Single,2,801.7210707750373,964.3478260869565
1575,30400000,809.6428571428571,Berzerk,Amp Single,2,798.8558110347776,964.3478260869565
1576,30800000,849.5967741935484,Berzerk,Amp Single,2,810.5523305593957,964.3478260869565
1577,31200000,785.6034482758621,Berzerk,Amp Single,2,816.8345688781062,964.3478260869565
1578,31600000,821.1,Berzerk,Amp Single,2,820.0279022114395,964.3478260869565
1579,32000000,787.0,Berzerk,Amp Single,2,812.8505437208735,964.3478260869565
1580,32400000,840.9174311926605,Berzerk,Amp Single,2,832.5339098767887,964.3478260869565
1581,32800000,726.3157894736842,Berzerk,Amp Single,2,820.3321554908237,964.3478260869565
1582,33200000,785.0649350649351,Berzerk,Amp Single,2,816.518336497317,964.3478260869565
1583,33600000,922.7631578947369,Berzerk,Amp Single,2,814.096735620124,964.3478260869565
1584,34000000,840.9876543209876,Berzerk,Amp Single,2,816.8992047559266,964.3478260869565
1585,34400000,602.3762376237623,Berzerk,Amp Single,2,796.172542804017,964.3478260869565
1586,34800000,811.40625,Berzerk,Amp Single,2,792.3534903846622,964.3478260869565
1587,35200000,813.2352941176471,Berzerk,Amp Single,2,795.1166749688407,964.3478260869565
1588,35600000,915.2941176470588,Berzerk,Amp Single,2,804.5360867335467,964.3478260869565
1589,36000000,890.5555555555555,Berzerk,Amp Single,2,814.8916422891022,964.3478260869565
1590,36400000,833.6363636363636,Berzerk,Amp Single,2,814.1635355334724,964.3478260869565
1591,36800000,809.0909090909091,Berzerk,Amp Single,2,822.441047495195,964.3478260869565
1592,37200000,612.7884615384615,Berzerk,Amp Single,2,805.2134001425477,964.3478260869565
1593,37600000,848.0645161290323,Berzerk,Amp Single,2,797.7435359659772,964.3478260869565
1594,38000000,865.8823529411765,Berzerk,Amp Single,2,800.2330058279961,964.3478260869565
1595,38400000,964.3478260869565,Berzerk,Amp Single,2,836.4301646743155,964.3478260869565
1596,38800000,790.7746478873239,Berzerk,Amp Single,2,834.3670044630478,964.3478260869565
1597,39200000,775.8095238095239,Berzerk,Amp Single,2,830.6244274322355,964.3478260869565
1598,39600000,743.2116788321168,Berzerk,Amp Single,2,813.4161835507413,964.3478260869565
1599,40000000,788.4415584415584,Berzerk,Amp Single,2,803.2047838393416,964.3478260869565
1600,400000,136.3481228668942,Berzerk,Amp Single,3,,976.1538461538462
1601,800000,226.32152588555857,Berzerk,Amp Single,3,,976.1538461538462
1602,1200000,345.1367781155015,Berzerk,Amp Single,3,,976.1538461538462
1603,1600000,475.0,Berzerk,Amp Single,3,,976.1538461538462
1604,2000000,575.5,Berzerk,Amp Single,3,,976.1538461538462
1605,2400000,716.9230769230769,Berzerk,Amp Single,3,,976.1538461538462
1606,2800000,537.5,Berzerk,Amp Single,3,,976.1538461538462
1607,3200000,657.3333333333334,Berzerk,Amp Single,3,,976.1538461538462
1608,3600000,542.7272727272727,Berzerk,Amp Single,3,,976.1538461538462
1609,4000000,466.51162790697674,Berzerk,Amp Single,3,467.9301737758615,976.1538461538462
1610,4400000,488.75,Berzerk,Amp Single,3,503.170361489172,976.1538461538462
1611,4800000,440.0,Berzerk,Amp Single,3,524.5382089006162,976.1538461538462
1612,5200000,577.6470588235294,Berzerk,Amp Single,3,547.789236971419,976.1538461538462
1613,5600000,613.75,Berzerk,Amp Single,3,561.664236971419,976.1538461538462
1614,6000000,553.8461538461538,Berzerk,Amp Single,3,559.4988523560344,976.1538461538462
1615,6400000,730.7692307692307,Berzerk,Amp Single,3,560.8834677406496,976.1538461538462
1616,6800000,671.0,Berzerk,Amp Single,3,574.2334677406496,976.1538461538462
1617,7200000,532.1052631578947,Berzerk,Amp Single,3,561.7106607231059,976.1538461538462
1618,7600000,523.2258064516129,Berzerk,Amp Single,3,559.7605140955399,976.1538461538462
1619,8000000,570.0,Berzerk,Amp Single,3,570.1093513048421,976.1538461538462
1620,8400000,594.0,Berzerk,Amp Single,3,580.6343513048421,976.1538461538462
1621,8800000,689.0697674418604,Berzerk,Amp Single,3,605.5413280490282,976.1538461538462
1622,9200000,556.0,Berzerk,Amp Single,3,603.3766221666752,976.1538461538462
1623,9600000,652.1951219512196,Berzerk,Amp Single,3,607.2211343617971,976.1538461538462
1624,10000000,699.9145299145299,Berzerk,Amp Single,3,621.8279719686349,976.1538461538462
1625,10400000,757.5700934579439,Berzerk,Amp Single,3,624.5080582375061,976.1538461538462
1626,10800000,710.7843137254902,Berzerk,Amp Single,3,628.4864896100552,976.1538461538462
1627,11200000,680.9090909090909,Berzerk,Amp Single,3,643.3668723851748,976.1538461538462
1628,11600000,692.2047244094488,Berzerk,Amp Single,3,660.2647641809583,976.1538461538462
1629,12000000,750.4918032786885,Berzerk,Amp Single,3,678.3139445088271,976.1538461538462
1630,12400000,733.7037037037037,Berzerk,Amp Single,3,692.2843148791975,976.1538461538462
1631,12800000,790.7017543859649,Berzerk,Amp Single,3,702.4475135736079,976.1538461538462
1632,13200000,835.5384615384615,Berzerk,Amp Single,3,730.4013597274541,976.1538461538462
1633,13600000,766.1038961038961,Berzerk,Amp Single,3,741.7922371427218,976.1538461538462
1634,14000000,805.3947368421053,Berzerk,Amp Single,3,752.3402578354792,976.1538461538462
1635,14400000,762.8985507246376,Berzerk,Amp Single,3,752.8731035621486,976.1538461538462
1636,14800000,700.8333333333334,Berzerk,Amp Single,3,751.8780055229329,976.1538461538462
1637,15200000,833.7735849056604,Berzerk,Amp Single,3,767.1644549225898,976.1538461538462
1638,15600000,842.1212121212121,Berzerk,Amp Single,3,782.1561036937662,976.1538461538462
1639,16000000,781.8181818181819,Berzerk,Amp Single,3,785.2887415477156,976.1538461538462
1640,16400000,780.5940594059406,Berzerk,Amp Single,3,789.9777771179395,976.1538461538462
1641,16800000,739.4791666666666,Berzerk,Amp Single,3,784.8555183460096,976.1538461538462
1642,17200000,767.8125,Berzerk,Amp Single,3,778.0829221921633,976.1538461538462
1643,17600000,791.2745098039215,Berzerk,Amp Single,3,780.599983562166,976.1538461538462
1644,18000000,819.0425531914893,Berzerk,Amp Single,3,781.9647651971045,976.1538461538462
1645,18400000,865.8333333333334,Berzerk,Amp Single,3,792.2582434579741,976.1538461538462
1646,18800000,789.2156862745098,Berzerk,Amp Single,3,801.0964787520918,976.1538461538462
1647,19200000,792.1929824561404,Berzerk,Amp Single,3,796.9384185071398,976.1538461538462
1648,19600000,805.0,Berzerk,Amp Single,3,793.2262972950186,976.1538461538462
1649,20000000,858.0555555555555,Berzerk,Amp Single,3,800.8500346687558,976.1538461538462
1650,20400000,786.3793103448276,Berzerk,Amp Single,3,801.4285597626447,976.1538461538462
1651,20800000,804.4,Berzerk,Amp Single,3,807.920643095978,976.1538461538462
1652,21200000,795.7943925233645,Berzerk,Amp Single,3,810.7188323483144,976.1538461538462
1653,21600000,741.1111111111111,Berzerk,Amp Single,3,805.7024924790334,976.1538461538462
1654,22000000,740.2898550724638,Berzerk,Amp Single,3,797.8272226671309,976.1538461538462
1655,22400000,798.936170212766,Berzerk,Amp Single,3,791.1375063550742,976.1538461538462
1656,22800000,751.4864864864865,Berzerk,Amp Single,3,787.3645863762717,976.1538461538462
1657,23200000,893.7931034482758,Berzerk,Amp Single,3,797.5245984754854,976.1538461538462
1658,23600000,799.3076923076923,Berzerk,Amp Single,3,796.9553677062546,976.1538461538462
1659,24000000,843.9285714285714,Berzerk,Amp Single,3,795.5426692935561,976.1538461538462
1660,24400000,790.3883495145631,Berzerk,Amp Single,3,795.9435732105296,976.1538461538462
1661,24800000,863.5483870967741,Berzerk,Amp Single,3,801.8584119202071,976.1538461538462
1662,25200000,796.015625,Berzerk,Amp Single,3,801.8805351678706,976.1538461538462
1663,25600000,763.6134453781513,Berzerk,Amp Single,3,804.1307685945745,976.1538461538462
1664,26000000,814.3529411764706,Berzerk,Amp Single,3,811.5370772049752,976.1538461538462
1665,26400000,835.1851851851852,Berzerk,Amp Single,3,815.1619787022171,976.1538461538462
1666,26800000,680.4054054054054,Berzerk,Amp Single,3,808.053870594109,976.1538461538462
1667,27200000,746.5714285714286,Berzerk,Amp Single,3,793.3317031064244,976.1538461538462
1668,27600000,876.0526315789474,Berzerk,Amp Single,3,801.0061970335498,976.1538461538462
1669,28000000,845.6521739130435,Berzerk,Amp Single,3,801.178557281997,976.1538461538462
1670,28400000,742.9565217391304,Berzerk,Amp Single,3,796.4353745044538,976.1538461538462
1671,28800000,620.0,Berzerk,Amp Single,3,772.0805357947762,976.1538461538462
1672,29200000,782.8571428571429,Berzerk,Amp Single,3,770.7646875804905,976.1538461538462
1673,29600000,765.1639344262295,Berzerk,Amp Single,3,770.9197364852982,976.1538461538462
1674,30000000,858.3823529411765,Berzerk,Amp Single,3,775.3226776617688,976.1538461538462
1675,30400000,854.2857142857143,Berzerk,Amp Single,3,777.2327305718217,976.1538461538462
1676,30800000,826.4102564102565,Berzerk,Amp Single,3,791.8332156723069,976.1538461538462
1677,31200000,844.6268656716418,Berzerk,Amp Single,3,801.6387593823282,976.1538461538462
1678,31600000,840.46875,Berzerk,Amp Single,3,798.0803712244334,976.1538461538462
1679,32000000,699.025974025974,Berzerk,Amp Single,3,783.4177512357264,976.1538461538462
1680,32400000,873.7142857142857,Berzerk,Amp Single,3,796.493527633242,976.1538461538462
1681,32800000,955.8333333333334,Berzerk,Amp Single,3,830.0768609665754,976.1538461538462
1682,33200000,675.2542372881356,Berzerk,Amp Single,3,819.3165704096748,976.1538461538462
1683,33600000,805.7272727272727,Berzerk,Amp Single,3,823.372904239779,976.1538461538462
1684,34000000,825.8904109589041,Berzerk,Amp Single,3,820.1237100415517,976.1538461538462
1685,34400000,892.4705882352941,Berzerk,Amp Single,3,823.9421974365098,976.1538461538462
1686,34800000,814.5945945945946,Berzerk,Amp Single,3,822.7606312549436,976.1538461538462
1687,35200000,817.7205882352941,Berzerk,Amp Single,3,820.0700035113089,976.1538461538462
1688,35600000,976.1538461538462,Berzerk,Amp Single,3,833.6385131266934,976.1538461538462
1689,36000000,868.0701754385965,Berzerk,Amp Single,3,850.5429332679557,976.1538461538462
1690,36400000,845.3260869565217,Berzerk,Amp Single,3,847.7041133921794,976.1538461538462
1691,36800000,863.6842105263158,Berzerk,Amp Single,3,838.4892011114777,976.1538461538462
1692,37200000,664.0,Berzerk,Amp Single,3,837.363777382664,976.1538461538462
1693,37600000,901.2244897959183,Berzerk,Amp Single,3,846.9134990895287,976.1538461538462
1694,38000000,816.7768595041322,Berzerk,Amp Single,3,846.0021439440516,976.1538461538462
1695,38400000,837.6666666666666,Berzerk,Amp Single,3,840.5217517871888,976.1538461538462
1696,38800000,802.1621621621622,Berzerk,Amp Single,3,839.2785085439455,976.1538461538462
1697,39200000,708.2795698924731,Berzerk,Amp Single,3,828.3344067096634,976.1538461538462
1698,39600000,860.5882352941177,Berzerk,Amp Single,3,816.7778456236905,976.1538461538462
1699,40000000,802.1,Berzerk,Amp Single,3,810.1808280798309,976.1538461538462
1700,400000,67.72048846675712,Berzerk,Amp Single,4,,957.2727272727273
1701,800000,307.4712643678161,Berzerk,Amp Single,4,,957.2727272727273
1702,1200000,335.5300859598854,Berzerk,Amp Single,4,,957.2727272727273
1703,1600000,495.29411764705884,Berzerk,Amp Single,4,,957.2727272727273
1704,2000000,481.53061224489795,Berzerk,Amp Single,4,,957.2727272727273
1705,2400000,452.0,Berzerk,Amp Single,4,,957.2727272727273
1706,2800000,253.57142857142858,Berzerk,Amp Single,4,,957.2727272727273
1707,3200000,448.3720930232558,Berzerk,Amp Single,4,,957.2727272727273
1708,3600000,538.8073394495412,Berzerk,Amp Single,4,,957.2727272727273
1709,4000000,375.0,Berzerk,Amp Single,4,375.5297429730641,957.2727272727273
1710,4400000,538.1333333333333,Berzerk,Amp Single,4,422.5710274597217,957.2727272727273
1711,4800000,525.0,Berzerk,Amp Single,4,444.3239010229401,957.2727272727273
1712,5200000,606.6666666666666,Berzerk,Amp Single,4,471.43755909361823,957.2727272727273
1713,5600000,431.25,Berzerk,Amp Single,4,465.0331473289124,957.2727272727273
1714,6000000,610.8333333333334,Berzerk,Amp Single,4,477.9634194377559,957.2727272727273
1715,6400000,679.1666666666666,Berzerk,Amp Single,4,500.68008610442257,957.2727272727273
1716,6800000,687.0370370370371,Berzerk,Amp Single,4,544.0266469509835,957.2727272727273
1717,7200000,695.5555555555555,Berzerk,Amp Single,4,568.7449932042134,957.2727272727273
1718,7600000,654.375,Berzerk,Amp Single,4,580.3017592592594,957.2727272727273
1719,8000000,547.1428571428571,Berzerk,Amp Single,4,597.516044973545,957.2727272727273
1720,8400000,340.0,Berzerk,Amp Single,4,577.7027116402116,957.2727272727273
1721,8800000,675.7894736842105,Berzerk,Amp Single,4,592.7816590086328,957.2727272727273
1722,9200000,627.0,Berzerk,Amp Single,4,594.8149923419661,957.2727272727273
1723,9600000,550.0,Berzerk,Amp Single,4,606.6899923419661,957.2727272727273
1724,10000000,656.3392857142857,Berzerk,Amp Single,4,611.2405875800613,957.2727272727273
1725,10400000,513.75,Berzerk,Amp Single,4,594.6989209133947,957.2727272727273
1726,10800000,691.8518518518518,Berzerk,Amp Single,4,595.1804023948761,957.2727272727273
1727,11200000,605.0,Berzerk,Amp Single,4,586.1248468393205,957.2727272727273
1728,11600000,780.3703703703703,Berzerk,Amp Single,4,598.7243838763576,957.2727272727273
1729,12000000,762.0,Berzerk,Amp Single,4,620.2100981620719,957.2727272727273
1730,12400000,817.6923076923077,Berzerk,Amp Single,4,667.9793289313027,957.2727272727273
1731,12800000,728.8679245283018,Berzerk,Amp Single,4,673.2871740157118,957.2727272727273
1732,13200000,708.2978723404256,Berzerk,Amp Single,4,681.4169612497543,957.2727272727273
1733,13600000,692.1698113207547,Berzerk,Amp Single,4,695.6339423818298,957.2727272727273
1734,14000000,679.4736842105264,Berzerk,Amp Single,4,697.947382231454,957.2727272727273
1735,14400000,704.0,Berzerk,Amp Single,4,716.9723822314539,957.2727272727273
1736,14800000,831.9480519480519,Berzerk,Amp Single,4,730.9820022410739,957.2727272727273
1737,15200000,731.0989010989011,Berzerk,Amp Single,4,743.5918923509641,957.2727272727273
1738,15600000,681.4285714285714,Berzerk,Amp Single,4,733.6977124567842,957.2727272727273
1739,16000000,812.3376623376623,Berzerk,Amp Single,4,738.7314786905505,957.2727272727273
1740,16400000,791.5441176470588,Berzerk,Amp Single,4,736.1166596860255,957.2727272727273
1741,16800000,765.8677685950413,Berzerk,Amp Single,4,739.8166440926996,957.2727272727273
1742,17200000,752.6050420168067,Berzerk,Amp Single,4,744.2473610603377,957.2727272727273
1743,17600000,760.7142857142857,Berzerk,Amp Single,4,751.1018084996907,957.2727272727273
1744,18000000,837.7922077922078,Berzerk,Amp Single,4,766.933660857859,957.2727272727273
1745,18400000,754.4444444444445,Berzerk,Amp Single,4,771.9781053023034,957.2727272727273
